"ID";"num.sp";"saplings";"seedlings"
880;14;0;3
892;7;0;1
892;14;0;1
892;-1;0;3
893;7;0;1
893;14;0;2
901;-1;0;3
903;-1;8;1
904;7;0;0
904;-1;0;3
918;7;0;2
918;-1;0;0
918;14;0;1
926;14;0;0
926;-1;0;0
926;16;0;0
932;7;0;0
932;14;0;1
935;14;0;1
935;-1;2;1
935;2;0;1
936;7;0;3
936;14;0;1
943;7;4;3
943;14;0;3
950;7;2;1
950;14;0;1
954;7;0;0
954;-1;0;0
958;14;0;3
960;7;0;2
960;14;0;2
968;7;1;1
968;16;0;0
968;-1;0;1
968;14;0;2
976;7;0;3
982;-1;21;3
993;7;0;0
993;-1;0;0
993;14;0;0
994;-1;0;0
994;2;0;0
1000;14;0;1
1000;-1;2;2
1012;14;0;3
1027;7;0;3
1027;14;0;2
1034;7;0;3
1041;7;1;3
1041;-1;1;1
1041;14;0;1
1055;7;1;3
1055;14;0;1
1061;7;0;1
1061;16;4;3
1074;7;11;1
1074;-1;2;0
1080;7;0;2
1080;-1;1;2
1080;14;0;3
1083;7;0;1
1083;-1;0;0
1094;7;0;3
1094;14;0;3
1094;16;0;1
1094;-1;0;0
1097;7;7;3
1097;-1;3;1
1097;14;0;3
1098;-1;0;2
1117;7;0;1
1117;14;0;0
1127;-1;1;3
1135;7;0;1
1135;2;0;1
1135;-1;74;3
1140;7;1;3
1140;15;0;1
1140;14;0;3
1143;7;19;3
1157;7;0;3
1157;14;0;1
1162;7;0;0
1162;-1;0;0
1162;2;0;0
1164;7;2;1
1164;14;0;1
1168;7;0;3
1168;14;0;3
1168;2;0;0
1171;14;0;2
1171;-1;0;0
1182;7;0;3
1184;7;0;3
1184;14;0;1
1184;-1;0;0
1187;7;0;1
1187;-1;0;1
1191;7;0;2
1194;7;0;2
1194;14;0;3
1198;7;1;0
1198;-1;0;0
1198;14;1;1
1202;7;0;1
1202;-1;8;3
1206;7;0;3
1206;14;1;3
1210;7;1;2
1210;14;0;1
1210;-1;1;0
1215;7;0;1
1215;-1;0;1
1215;14;0;3
1222;-1;0;0
1222;14;0;1
1224;7;0;2
1225;7;0;3
1225;14;0;1
1231;-1;0;1
1231;14;0;2
1235;-1;0;2
1247;-1;0;0
1247;14;0;0
1248;7;1;3
1248;15;0;0
1248;-1;0;0
1264;-1;0;1
1264;14;0;1
1267;7;0;3
1267;14;0;1
1279;7;0;1
1284;7;23;3
1284;-1;2;2
1292;7;4;1
1292;-1;0;3
1292;14;0;3
1302;7;1;3
1302;14;0;0
1302;15;0;3
1302;-1;0;0
1304;7;0;1
1304;14;0;2
1305;7;1;2
1305;-1;3;1
1305;14;7;3
1314;7;0;1
1315;7;0;3
1315;-1;3;3
1316;7;0;3
1316;14;0;1
1324;7;8;2
1324;14;0;3
1326;7;0;3
1326;14;0;3
1327;7;3;0
1327;14;0;1
1336;7;0;0
1336;16;0;0
1336;-1;0;0
1336;14;0;0
1358;7;16;3
1358;14;0;2
1358;15;1;2
1359;7;1;1
1359;14;0;3
1359;-1;0;0
1360;7;1;3
1360;14;0;3
1370;7;0;3
1370;14;0;1
1371;7;1;2
1371;14;0;2
1371;2;0;1
1371;16;0;0
1371;-1;2;3
1373;7;1;0
1373;-1;0;1
1382;7;1;0
1382;14;0;0
1382;-1;0;0
1384;7;0;1
1384;-1;0;0
1391;7;1;2
1391;14;0;3
1404;-1;0;3
1406;7;0;1
1406;-1;2;3
1426;7;7;0
1426;14;6;1
1432;7;0;1
1432;14;2;3
1432;-1;0;0
1432;16;0;1
1436;7;1;1
1436;14;0;1
1436;2;0;0
1436;-1;0;0
1441;7;1;2
1441;14;0;3
1441;-1;1;0
1452;7;1;0
1452;16;0;1
1452;14;0;1
1453;7;47;1
1453;-1;1;0
1454;-1;7;3
1465;7;0;1
1465;14;0;3
1466;7;0;3
1466;14;0;1
1467;7;0;2
1467;14;0;2
1474;14;0;1
1475;7;0;0
1475;14;0;0
1476;7;0;2
1476;14;0;3
1476;-1;0;0
1477;7;4;2
1477;-1;15;2
1478;7;3;3
1478;2;0;1
1478;14;0;3
1485;7;1;1
1485;14;0;1
1487;7;0;0
1487;-1;0;3
1488;7;0;3
1488;14;0;1
1496;7;1;0
1496;14;0;3
1499;15;0;1
1499;-1;18;0
1522;7;0;3
1522;15;0;1
1522;-1;2;3
1525;7;2;1
1525;14;0;1
1537;7;0;3
1537;16;0;1
1537;14;0;3
1549;7;3;2
1549;14;0;1
1570;7;3;2
1570;16;0;1
1570;2;0;1
1570;14;2;3
1570;-1;2;1
1571;-1;0;2
1579;7;0;2
1579;14;0;3
1582;7;4;0
1584;7;0;3
1584;14;0;0
1589;7;0;3
1589;14;0;3
1600;7;0;1
1600;15;0;1
1600;14;0;1
1600;-1;2;2
1601;7;1;2
1601;14;0;3
1612;7;3;1
1612;14;0;3
1614;7;2;2
1614;14;0;1
1623;7;0;1
1623;14;0;3
1625;7;4;2
1625;14;0;1
1635;7;0;3
1635;15;0;1
1635;14;0;3
1636;7;0;1
1636;-1;5;2
1643;14;0;1
1645;7;6;1
1646;7;0;3
1646;-1;0;3
1658;-1;0;3
1669;7;0;2
1669;14;0;2
1671;7;0;1
1671;-1;23;3
1671;2;0;1
1671;14;0;3
1681;14;0;1
1681;15;0;1
1681;-1;0;3
1682;7;3;2
1682;14;0;2
1684;7;1;0
1696;7;0;2
1696;14;0;2
1720;7;0;2
1728;14;0;3
1728;2;0;2
1732;7;0;3
1732;14;0;1
1741;7;0;1
1741;2;0;3
1741;14;0;3
1742;7;0;1
1742;14;0;1
1744;7;1;2
1744;14;0;2
1751;7;0;2
1751;-1;4;3
1753;14;0;1
1753;-1;9;2
1763;7;0;1
1763;14;0;3
1772;7;2;2
1772;14;0;1
1772;16;0;1
1778;7;5;1
1778;14;0;0
1783;7;0;0
1783;-1;0;3
1784;7;0;2
1784;14;0;3
1784;16;0;3
1787;-1;18;2
1795;7;0;2
1795;14;0;2
1795;-1;0;2
1795;2;0;0
1795;15;0;0
1797;7;3;3
1797;15;1;2
1797;16;0;3
1797;14;0;3
1798;14;0;1
1798;-1;4;3
1805;7;5;2
1805;14;0;1
1805;15;0;0
1805;-1;0;1
1808;-1;0;0
1808;1;0;0
1809;7;1;3
1809;14;0;2
1810;14;0;1
1810;-1;8;3
1819;14;0;2
1822;-1;0;3
1834;7;2;1
1834;14;0;1
1859;7;0;3
1859;14;0;1
1869;7;0;1
1869;-1;0;0
1871;7;0;2
1871;14;0;1
1880;-1;0;0
1881;7;0;1
1881;14;4;3
1881;-1;0;0
1895;7;1;1
1895;-1;0;3
1895;14;0;2
1903;7;0;2
1903;14;0;3
1914;7;0;3
1914;14;0;2
1914;15;1;0
1916;7;0;1
1919;7;0;3
1919;14;0;0
1919;2;0;0
1925;7;0;3
1925;14;0;3
1925;15;0;3
1926;7;0;0
1926;-1;0;0
1927;7;3;0
1927;14;0;3
1929;7;0;2
1929;-1;14;2
1929;14;0;2
1931;7;4;1
1931;-1;0;0
1948;7;0;1
1948;-1;0;0
1948;14;0;2
1949;7;1;1
1949;14;0;2
1951;7;8;3
1951;-1;1;1
1953;7;0;3
1953;14;0;2
1953;-1;0;1
1958;14;0;2
1959;7;0;0
1959;14;3;3
1959;-1;0;0
1960;7;0;1
1960;14;0;3
1960;16;0;1
1962;7;0;1
1962;-1;3;2
1969;7;3;1
1969;-1;1;0
1969;15;0;3
1969;14;0;2
1974;7;0;1
1974;14;0;3
1995;14;0;2
1997;7;0;3
1997;2;0;1
1997;15;0;2
1997;14;0;2
2011;7;2;1
2011;16;0;1
2011;14;4;2
2020;7;1;0
2020;-1;4;1
2020;14;0;2
2023;7;0;3
2023;2;0;1
2023;14;0;3
2035;7;1;2
2035;14;0;2
2043;7;0;0
2045;7;2;1
2054;7;18;0
2054;14;1;0
2066;7;0;0
2066;14;0;1
2066;-1;0;0
2066;16;0;2
2067;7;1;1
2067;-1;0;0
2067;14;0;2
2069;7;0;0
2069;-1;9;2
2078;7;0;2
2078;14;1;3
2078;15;0;1
2081;-1;0;3
2089;7;0;1
2089;-1;4;3
2092;14;0;0
2092;-1;0;0
2094;7;0;0
2094;14;0;3
2096;7;8;3
2096;14;0;0
2096;-1;0;0
2096;2;0;0
2101;-1;2;0
2102;7;1;3
2102;2;0;0
2102;16;0;0
2102;14;0;3
2104;7;0;0
2104;14;0;1
2106;14;0;1
2106;-1;0;0
2115;7;0;0
2115;14;0;1
2125;14;0;0
2125;-1;0;0
2125;2;0;1
2128;7;0;1
2128;-1;1;0
2128;14;0;1
2136;7;4;3
2136;15;0;2
2136;-1;0;0
2136;2;0;3
2136;14;0;3
2139;7;0;0
2139;14;0;1
2145;14;1;0
2146;7;7;2
2146;15;0;2
2146;14;0;2
2148;7;0;3
2148;-1;0;1
2148;14;0;2
2150;7;1;3
2150;2;0;0
2150;-1;0;0
2150;14;0;3
2158;7;0;2
2158;14;0;3
2160;7;0;1
2160;-1;0;0
2160;14;0;0
2173;7;0;3
2173;14;0;3
2178;-1;1;1
2178;2;0;1
2182;7;1;0
2182;-1;0;0
2184;7;1;3
2184;14;0;3
2190;-1;0;1
2193;14;0;0
2196;7;0;2
2196;14;0;1
2202;7;1;2
2208;7;0;2
2208;14;1;2
2215;7;10;2
2215;14;1;2
2215;-1;0;0
2216;7;0;0
2216;14;0;1
2216;-1;0;0
2217;7;16;3
2217;-1;1;2
2218;-1;9;3
2220;7;0;1
2225;14;2;3
2225;16;11;3
2226;2;0;3
2228;7;0;0
2228;14;0;3
2230;-1;0;1
2232;7;3;1
2232;14;0;2
2239;7;0;2
2239;2;0;0
2239;-1;0;0
2239;14;0;3
2242;14;0;1
2242;-1;7;3
2244;7;0;3
2250;7;11;3
2250;15;0;3
2251;7;0;0
2251;2;0;0
2251;14;4;2
2253;7;1;1
2253;-1;0;0
2254;7;0;0
2254;14;0;2
2262;-1;1;0
2262;14;1;2
2262;15;0;1
2263;7;4;3
2263;2;0;1
2263;-1;0;0
2263;14;0;3
2265;-1;0;3
2265;2;0;1
2265;14;0;1
2267;7;0;0
2267;14;1;0
2274;7;1;3
2274;15;1;2
2274;14;0;1
2279;7;0;3
2279;14;0;2
2279;-1;0;0
2286;14;6;3
2286;2;5;2
2286;16;1;2
2290;7;0;1
2290;14;0;2
2290;16;0;3
2290;-1;0;0
2299;7;0;0
2299;-1;1;0
2299;14;0;0
2301;7;0;0
2301;14;0;3
2301;2;3;2
2301;-1;6;3
2312;7;0;2
2312;14;0;2
2312;2;0;0
2312;16;0;0
2312;-1;0;0
2320;7;0;1
2320;14;0;3
2320;2;0;3
2323;7;1;3
2323;-1;0;0
2323;14;0;3
2330;7;1;1
2330;14;1;3
2334;7;3;3
2334;14;0;3
2342;7;2;0
2342;14;0;1
2342;-1;0;0
2353;7;0;2
2353;14;0;2
2354;7;0;3
2354;2;0;1
2354;-1;0;2
2354;14;0;2
2354;15;0;0
2355;7;0;3
2355;14;0;2
2355;-1;0;3
2357;7;0;2
2357;14;0;1
2362;7;0;3
2365;7;0;1
2367;-1;0;3
2378;7;0;0
2378;-1;0;2
2379;-1;0;3
2381;7;1;3
2386;7;0;1
2387;7;0;3
2387;14;0;1
2387;15;1;2
2389;7;0;1
2389;-1;0;0
2391;14;0;1
2391;-1;9;1
2405;7;2;2
2405;14;0;3
2412;7;0;0
2412;16;5;2
2412;14;0;1
2414;-1;0;2
2418;7;0;2
2418;16;0;0
2418;14;0;1
2423;7;0;2
2423;14;5;3
2423;-1;0;1
2423;16;0;3
2423;15;0;3
2424;7;0;3
2424;2;0;1
2424;14;0;2
2428;7;0;0
2428;14;0;1
2430;7;0;3
2430;-1;0;0
2430;14;0;0
2434;7;0;1
2440;7;0;2
2440;14;0;2
2442;7;0;1
2442;14;0;0
2442;-1;0;2
2446;7;0;2
2446;15;0;1
2446;16;0;3
2446;-1;0;3
2446;14;0;1
2448;7;0;2
2448;2;0;2
2448;14;0;3
2453;7;0;0
2458;7;0;3
2458;14;0;1
2459;-1;0;2
2468;7;0;1
2468;-1;3;2
2468;2;0;1
2471;7;0;0
2471;-1;0;3
2471;14;0;3
2478;7;0;3
2478;-1;0;3
2480;7;1;0
2480;-1;6;1
2481;14;4;3
2481;16;0;1
2481;15;0;1
2481;2;0;3
2490;-1;0;1
2491;7;0;3
2492;7;0;3
2492;14;0;2
2496;7;0;3
2496;-1;1;1
2496;2;0;3
2501;7;0;3
2502;-1;0;3
2503;7;0;3
2503;14;0;1
2505;7;0;0
2505;-1;0;0
2505;14;0;0
2514;7;1;0
2514;14;1;1
2514;-1;0;0
2515;7;1;3
2515;15;0;1
2515;14;0;3
2516;7;0;1
2516;-1;0;0
2526;7;0;3
2526;-1;0;1
2526;15;0;0
2526;14;0;2
2527;7;0;0
2527;2;0;1
2527;16;0;3
2527;-1;0;0
2527;14;0;3
2529;7;3;1
2529;2;0;1
2529;14;2;3
2534;7;0;3
2537;7;0;1
2537;-1;0;1
2537;14;0;1
2541;7;0;3
2541;14;0;3
2546;7;0;1
2550;-1;0;0
2553;7;4;1
2553;16;0;0
2553;2;0;1
2553;-1;0;0
2553;14;1;3
2561;7;0;0
2561;14;0;2
2562;7;2;1
2562;-1;1;0
2570;7;2;0
2570;14;0;1
2573;-1;2;0
2573;14;0;0
2577;7;0;2
2577;-1;0;0
2577;14;0;1
2582;-1;0;1
2594;7;6;1
2596;7;3;1
2596;14;0;3
2597;-1;3;3
2598;7;0;0
2598;14;0;3
2598;2;0;0
2600;7;0;1
2600;14;0;1
2602;7;1;1
2602;2;0;1
2602;14;0;2
2608;7;3;1
2608;-1;0;1
2609;-1;1;0
2609;16;0;1
2609;14;0;2
2612;7;1;1
2612;14;0;3
2614;7;0;0
2614;14;0;2
2614;2;0;1
2617;7;2;0
2618;14;0;3
2618;15;1;3
2618;-1;1;3
2620;7;0;0
2620;-1;0;0
2623;7;0;1
2623;14;0;1
2624;7;0;2
2625;7;1;1
2625;14;0;0
2630;7;3;0
2630;14;0;0
2630;-1;0;0
2631;7;4;3
2631;2;0;1
2631;-1;0;1
2631;14;0;2
2632;7;0;2
2632;-1;0;0
2632;14;0;1
2634;7;0;1
2634;14;5;3
2642;7;0;2
2642;-1;3;2
2645;7;0;2
2645;14;0;3
2651;7;0;1
2653;7;0;3
2653;2;0;1
2653;14;0;3
2653;16;0;3
2654;7;3;1
2654;14;0;3
2657;7;0;1
2657;14;0;2
2657;-1;3;0
2663;7;0;1
2663;-1;0;0
2663;16;0;3
2663;2;0;0
2663;14;0;3
2664;7;1;2
2664;-1;0;0
2664;14;0;3
2668;7;3;2
2668;-1;0;0
2668;14;0;3
2674;7;0;3
2674;14;0;3
2675;7;0;0
2675;16;2;2
2675;2;7;3
2675;-1;1;0
2675;14;2;3
2679;7;0;1
2679;14;5;3
2684;14;4;3
2684;-1;1;1
2685;-1;3;1
2687;7;0;3
2687;-1;0;3
2687;15;0;3
2696;7;3;1
2696;14;2;3
2701;7;3;1
2701;-1;0;0
2713;7;4;3
2713;14;0;2
2713;-1;0;0
2718;7;0;1
2718;-1;0;3
2725;7;1;1
2725;14;4;2
2725;-1;0;3
2730;7;0;1
2730;-1;0;2
2730;2;0;1
2730;14;0;1
2732;7;1;1
2732;14;0;3
2733;7;0;1
2733;-1;0;0
2733;14;0;3
2744;14;0;0
2744;2;0;0
2744;16;0;0
2745;7;0;2
2745;-1;0;2
2745;14;0;1
2746;7;0;0
2746;14;0;3
2750;7;0;0
2750;14;0;1
2755;7;0;1
2755;14;0;3
2755;2;0;1
2757;7;0;2
2757;14;0;3
2757;2;0;1
2757;-1;1;0
2758;7;0;0
2758;14;0;3
2760;-1;0;0
2760;14;0;2
2768;7;11;2
2768;14;0;2
2769;7;0;0
2769;-1;1;3
2772;7;1;1
2772;16;0;1
2772;-1;7;2
2772;14;0;1
2779;7;0;3
2779;-1;6;3
2779;15;0;3
2779;2;0;3
2781;7;0;1
2781;14;2;3
2781;16;1;2
2781;2;0;2
2781;-1;0;3
2781;15;0;2
2784;7;1;3
2784;14;0;2
2784;-1;0;1
2786;7;0;1
2786;2;0;1
2786;14;0;1
2791;7;1;3
2791;2;0;2
2791;-1;0;2
2791;15;0;2
2791;14;0;3
2792;7;0;0
2802;7;0;1
2802;2;0;0
2802;14;0;3
2806;7;0;1
2806;-1;0;1
2806;14;0;3
2817;7;0;1
2817;14;0;3
2824;7;0;1
2824;-1;0;0
2824;2;2;2
2824;14;0;3
2834;-1;7;3
2840;7;0;2
2840;-1;2;0
2840;14;0;0
2849;7;0;1
2851;7;2;3
2851;14;0;3
2851;-1;1;1
2851;2;2;3
2856;-1;0;1
2859;7;0;3
2859;14;0;1
2859;-1;0;1
2862;-1;0;0
2862;14;0;3
2862;2;0;2
2866;7;0;3
2871;7;0;1
2871;-1;0;1
2883;7;0;0
2883;14;0;3
2894;7;0;1
2894;-1;0;1
2894;14;0;3
2894;16;0;0
2894;2;0;1
2896;7;6;0
2903;7;0;3
2903;-1;0;1
2905;7;1;3
2905;-1;0;0
2905;14;0;3
2906;7;0;0
2906;14;0;0
2906;-1;0;0
2915;7;7;2
2915;-1;2;1
2915;15;0;1
2917;7;0;2
2917;-1;0;0
2917;14;1;3
2922;7;21;1
2922;14;0;0
2927;7;3;3
2927;14;0;1
2928;7;0;2
2928;-1;0;1
2928;2;0;0
2928;14;0;2
2938;7;0;1
2938;14;0;1
2939;7;4;2
2939;15;0;2
2939;16;0;3
2939;14;0;3
2941;7;1;2
2941;-1;0;2
2941;15;0;0
2941;14;0;3
2942;7;0;1
2942;14;0;0
2949;7;1;2
2950;7;1;2
2950;14;0;3
2950;2;0;1
2950;-1;0;1
2950;15;0;3
2951;7;0;1
2951;-1;0;0
2951;2;1;1
2951;14;0;3
2955;-1;4;3
2955;2;1;0
2956;7;0;1
2956;-1;6;3
2956;14;0;2
2960;7;0;2
2960;-1;0;3
2971;7;0;2
2971;14;0;1
2971;-1;0;1
2973;7;0;1
2973;-1;0;0
2973;2;0;0
2973;14;0;2
2974;7;0;3
2974;-1;1;3
2974;2;0;2
2974;14;2;3
2976;7;3;0
2976;-1;0;1
2976;14;0;3
2984;7;4;2
2984;14;9;3
2984;-1;0;0
2987;7;0;0
2987;14;0;1
2991;7;7;3
2991;-1;2;1
2991;14;0;0
2994;7;0;2
2994;-1;0;0
2995;7;0;0
2995;-1;1;2
2995;14;0;1
3000;7;0;1
3000;-1;3;3
3000;2;0;2
3000;14;0;3
3009;14;0;1
3011;7;0;0
3011;-1;0;0
3020;7;0;0
3020;-1;0;0
3022;7;6;2
3022;2;0;1
3022;14;0;3
3025;-1;0;3
3033;7;1;3
3033;14;0;3
3033;2;0;2
3033;-1;1;1
3034;7;0;1
3034;14;0;1
3034;16;0;1
3041;7;0;2
3041;-1;0;1
3041;14;0;2
3045;7;0;0
3045;14;10;3
3045;-1;0;1
3045;2;0;0
3052;7;0;3
3052;2;0;1
3052;14;0;2
3057;7;0;0
3057;14;1;1
3057;-1;2;1
3062;-1;5;2
3063;7;5;2
3063;-1;1;0
3063;14;1;1
3063;15;0;1
3068;7;0;0
3068;-1;0;0
3068;14;0;3
3074;14;0;2
3074;-1;0;3
3077;7;0;0
3077;15;1;0
3077;2;0;1
3077;-1;0;0
3077;14;3;3
3080;7;0;1
3080;16;0;1
3080;-1;0;1
3080;14;0;2
3082;7;0;2
3082;2;0;0
3082;14;0;1
3088;7;0;3
3088;15;0;3
3088;14;0;3
3092;7;2;2
3092;14;0;3
3098;7;0;3
3099;7;0;1
3100;7;5;3
3100;15;0;2
3100;14;1;3
3101;-1;9;1
3112;7;0;1
3112;2;0;1
3112;-1;0;0
3112;14;0;2
3113;7;0;3
3113;2;0;2
3113;15;0;2
3113;14;0;3
3116;7;2;1
3116;-1;0;0
3116;14;0;1
3123;7;3;3
3123;15;1;3
3123;14;0;3
3127;7;1;0
3127;-1;3;3
3127;14;0;1
3129;7;0;0
3129;-1;3;2
3135;14;13;3
3135;16;1;0
3139;7;1;1
3140;7;0;0
3140;14;0;0
3140;2;0;0
3144;7;0;1
3145;7;0;0
3145;15;0;0
3145;16;0;2
3145;2;0;2
3145;14;0;3
3146;7;0;1
3146;14;0;3
3146;-1;0;0
3152;7;1;1
3152;14;0;0
3156;7;0;0
3156;-1;0;1
3156;2;0;2
3156;14;0;2
3157;7;9;2
3157;14;0;3
3157;-1;10;2
3161;7;0;1
3161;14;0;1
3161;2;0;1
3163;7;0;2
3163;-1;0;0
3163;2;0;0
3163;14;0;0
3168;7;1;1
3168;-1;0;0
3169;7;0;3
3169;-1;0;0
3169;2;0;0
3169;14;0;2
3170;7;0;0
3170;-1;0;0
3181;7;0;0
3181;14;0;0
3181;-1;0;3
3183;7;0;2
3183;14;0;3
3183;-1;0;3
3183;2;0;3
3192;7;0;0
3192;-1;0;0
3200;7;25;3
3200;2;0;2
3200;14;0;3
3205;7;1;0
3205;14;0;3
3205;16;0;1
3205;2;0;2
3205;-1;2;1
3206;7;0;3
3206;-1;4;3
3212;7;19;3
3212;-1;0;0
3212;14;0;3
3213;7;0;3
3213;15;0;2
3213;-1;0;0
3213;14;0;3
3217;7;0;1
3217;13;0;3
3217;2;0;1
3217;-1;0;0
3217;14;0;3
3225;7;5;2
3225;15;0;3
3225;14;0;1
3228;7;0;1
3228;-1;0;0
3228;14;0;3
3230;7;0;0
3230;14;0;3
3230;16;0;0
3230;2;2;2
3234;14;0;1
3234;-1;0;1
3235;14;0;1
3235;-1;0;1
3237;7;1;0
3237;16;0;0
