"ID";"num.sp";"saplings";"seedlings"
852;16;0;2
852;14;0;1
852;-1;29;0
871;16;0;1
871;7;0;1
871;-1;0;1
871;14;0;3
892;16;0;0
892;-1;14;0
893;7;0;1
893;14;0;1
903;-1;1;0
936;16;0;1
936;7;0;2
936;14;0;1
943;7;0;3
943;14;0;2
960;16;0;0
960;2;0;0
960;7;1;1
960;14;4;3
976;7;0;3
982;-1;1;0
994;2;0;1
994;7;0;0
994;-1;6;0
1012;14;0;0
1041;7;0;1
1041;14;0;2
1067;7;2;0
1083;7;1;1
1083;-1;7;1
1098;7;0;1
1101;7;19;0
1101;14;1;0
1117;16;0;3
1117;2;0;2
1117;7;0;1
1117;14;0;2
1117;-1;0;2
1140;7;0;3
1140;14;0;2
1140;15;0;2
1157;7;0;2
1157;14;0;2
1157;-1;3;1
1162;7;0;1
1162;14;0;2
1162;-1;1;0
1164;7;6;0
1164;-1;1;1
1164;14;0;2
1198;16;0;1
1198;7;0;2
1198;14;0;1
1198;-1;0;0
1206;16;0;1
1206;7;38;0
1206;14;2;0
1233;7;1;0
1259;7;2;0
1284;7;0;3
1284;14;0;2
1284;-1;0;3
1304;7;0;2
1304;14;0;3
1304;15;0;1
1305;16;0;3
1305;7;0;2
1305;14;4;3
1305;-1;2;1
1314;7;3;1
1316;7;0;2
1334;7;38;0
1334;14;2;0
1337;7;1;0
1358;16;0;2
1358;7;2;3
1358;14;0;2
1358;15;0;3
1370;7;0;3
1370;-1;4;3
1371;14;0;3
1371;-1;8;0
1384;7;0;1
1384;14;0;2
1384;16;0;1
1391;16;0;2
1391;7;0;1
1391;14;0;0
1406;7;0;2
1406;-1;4;2
1431;14;16;0
1436;14;0;2
1456;14;1;0
1465;2;0;0
1465;14;64;0
1466;7;0;3
1466;14;0;2
1467;14;0;2
1467;-1;1;0
1476;2;0;3
1476;7;3;0
1476;14;0;3
1478;16;0;1
1478;7;2;1
1478;14;0;1
1478;2;0;2
1488;7;1;3
1488;14;0;0
1510;7;1;0
1537;16;0;3
1537;7;0;2
1537;14;0;3
1589;14;16;0
1591;2;6;0
1599;14;16;0
1610;16;8;0
1610;14;2;0
1614;7;0;1
1614;14;0;2
1621;16;8;0
1621;14;2;0
1643;14;0;0
1646;-1;8;3
1647;7;2;0
1669;7;0;0
1669;14;0;1
1671;16;0;0
1671;14;0;0
1671;-1;5;0
1682;16;0;1
1682;7;1;0
1682;14;0;0
1684;16;0;1
1684;7;0;3
1684;14;0;1
1708;7;1;0
1720;7;2;0
1739;14;16;0
1741;16;0;0
1741;14;0;0
1741;2;6;0
1744;7;18;0
1744;14;0;1
1751;7;0;1
1751;-1;6;1
1751;16;0;1
1753;14;0;1
1753;-1;7;2
1761;14;16;0
1772;7;1;1
1778;7;4;0
1784;16;8;1
1784;7;0;0
1784;14;2;1
1805;7;8;2
1805;14;0;3
1805;-1;0;2
1819;2;0;0
1819;14;0;3
1859;7;1;0
1859;14;0;2
1871;14;0;1
1881;16;0;2
1881;7;0;1
1881;14;0;2
1916;7;0;2
1916;-1;1;0
1919;7;6;2
1919;-1;6;1
1919;2;0;1
1929;16;0;2
1929;7;0;0
1929;14;0;2
1929;-1;9;0
1936;16;8;0
1936;14;2;0
1942;7;15;0
1947;16;8;0
1947;14;2;0
1953;7;40;0
1953;14;1;2
1953;-1;1;0
1959;2;0;2
1959;7;0;2
1959;14;0;3
1969;16;0;2
1969;7;1;3
1969;14;0;2
1969;15;0;2
1969;-1;5;0
1995;16;0;2
1995;2;0;3
1995;14;0;2
1997;7;19;3
1997;14;5;3
1997;15;0;3
1997;2;1;0
2011;16;0;1
2011;14;0;0
2020;7;0;1
2020;14;0;2
2020;-1;11;1
2035;7;2;2
2035;14;0;3
2043;2;0;2
2067;2;0;3
2067;7;1;0
2067;14;0;3
2067;-1;1;0
2069;-1;4;0
2083;7;2;0
2089;-1;16;0
2096;16;0;2
2096;2;0;2
2096;7;1;3
2096;14;0;2
2096;-1;0;1
2113;16;2;0
2113;14;2;0
2136;2;0;3
2136;7;1;0
2136;14;0;3
2136;15;0;2
2136;-1;1;2
2146;2;0;1
2146;7;1;3
2146;14;0;2
2146;15;1;2
2147;2;0;3
2147;14;0;2
2150;7;1;1
2150;14;0;3
2160;7;0;1
2160;14;0;1
2160;-1;0;1
2161;7;2;0
2178;7;0;0
2178;14;1;0
2178;-1;12;0
2178;2;0;0
2182;7;1;0
2182;14;0;1
2184;7;0;0
2184;14;0;2
2196;16;0;2
2214;14;0;1
2214;16;5;0
2214;2;0;3
2225;7;28;0
2225;14;9;0
2225;-1;2;0
2225;16;0;0
2226;2;5;0
2232;16;0;3
2232;7;0;2
2232;14;0;3
2240;7;1;0
2244;16;0;3
2244;7;0;1
2250;16;0;1
2250;7;0;1
2250;15;0;1
2256;7;1;0
2267;16;0;3
2267;2;0;1
2267;7;1;0
2267;14;0;3
2267;-1;7;0
2269;7;4;0
2275;16;2;0
2275;14;2;0
2279;7;0;0
2279;14;0;2
2279;-1;0;0
2286;16;2;1
2286;2;0;0
2286;14;2;1
2290;7;0;3
2290;14;0;0
2290;-1;45;0
2297;7;1;0
2299;7;0;0
2299;14;0;2
2301;14;1;0
2301;16;0;1
2309;7;1;0
2312;7;2;0
2312;14;0;3
2318;2;2;0
2318;7;1;0
2319;7;1;0
2319;15;1;0
2331;7;6;0
2331;14;4;0
2342;16;0;3
2342;2;0;3
2342;7;1;1
2342;14;0;2
2342;-1;0;0
2346;7;3;0
2354;16;0;1
2354;7;0;0
2354;14;0;1
2354;-1;32;2
2357;16;0;2
2357;7;6;1
2357;14;1;0
2362;7;31;0
2362;14;0;0
2367;-1;6;0
2369;7;8;0
2374;7;30;0
2374;14;4;0
2387;2;0;3
2387;7;0;0
2387;14;0;1
2387;15;1;0
2391;-1;1;0
2393;7;3;0
2393;2;1;0
2398;7;28;0
2398;14;9;0
2412;16;11;1
2412;14;1;0
2412;2;22;0
2416;7;1;0
2418;7;4;1
2418;14;0;1
2418;16;0;1
2423;16;0;2
2423;7;1;1
2423;14;2;1
2423;15;1;0
2423;-1;2;0
2423;2;1;0
2430;7;0;3
2430;-1;1;0
2435;7;1;0
2435;14;1;0
2435;2;1;0
2436;16;1;0
2436;2;1;0
2436;14;1;0
2442;7;13;0
2442;-1;1;0
2445;-1;0;0
2446;14;0;1
2446;15;0;1
2446;-1;5;3
2446;16;0;0
2451;7;1;0
2453;7;0;3
2453;14;0;1
2453;16;0;1
2458;16;0;0
2458;2;0;3
2458;7;3;0
2458;14;0;0
2468;2;2;1
2468;7;1;1
2468;-1;6;1
2478;7;1;1
2478;14;0;1
2478;-1;1;1
2481;16;0;0
2481;2;0;0
2481;14;12;0
2481;-1;3;0
2484;7;2;0
2484;14;1;0
2492;7;11;2
2492;14;0;0
2492;-1;8;0
2496;7;3;0
2496;-1;1;0
2514;16;0;2
2514;7;0;3
2514;14;0;1
2514;-1;5;0
2514;2;0;1
2518;7;4;0
2527;2;3;1
2527;14;0;3
2541;16;0;1
2541;7;11;0
2541;14;0;3
2553;16;0;2
2553;7;0;1
2553;14;0;2
2553;2;1;0
2572;16;11;0
2572;14;1;0
2572;2;22;0
2573;7;2;0
2577;16;0;2
2577;7;0;1
2577;14;0;1
2582;-1;0;1
2585;7;1;0
2594;16;0;1
2594;2;3;0
2594;7;1;0
2596;7;0;1
2596;14;0;0
2596;2;0;0
2606;7;0;1
2608;16;0;2
2608;7;0;1
2608;14;0;0
2608;-1;0;0
2608;2;2;0
2612;16;0;3
2612;7;3;0
2612;14;0;2
2612;-1;1;0
2619;2;1;0
2619;7;1;0
2625;7;1;2
2625;14;0;1
2625;-1;2;0
2625;16;0;1
2629;2;4;0
2629;7;1;0
2629;16;3;0
2632;14;0;1
2632;-1;6;0
2634;16;0;0
2634;14;3;0
2634;2;0;1
2640;2;2;0
2640;7;1;0
2640;16;3;0
2654;7;0;0
2654;14;0;0
2654;-1;3;1
2657;14;0;0
2657;-1;1;0
2657;2;0;1
2663;16;0;3
2663;14;0;3
2663;2;0;1
2668;7;3;1
2668;14;0;2
2668;-1;1;0
2679;16;0;2
2679;-1;0;1
2679;14;0;1
2684;16;0;1
2684;2;1;2
2684;14;2;1
2684;-1;2;0
2690;7;6;0
2696;7;0;1
2696;14;1;3
2696;2;0;0
2698;7;2;0
2713;7;1;1
2713;14;0;3
2718;7;0;1
2718;-1;1;0
2722;7;2;0
2754;2;3;0
2757;7;0;3
2757;14;0;2
2757;-1;35;0
2757;2;0;1
2762;7;8;0
2762;14;1;0
2766;2;3;0
2767;7;2;0
2767;2;5;0
2779;7;1;0
2779;14;0;1
2779;15;0;2
2779;-1;3;0
2779;2;5;0
2780;7;4;0
2780;14;1;0
2790;16;3;0
2791;2;0;3
2791;7;0;2
2791;14;0;3
2791;-1;0;2
2806;16;0;2
2806;7;2;0
2806;14;0;1
2806;-1;0;2
2817;16;0;2
2817;7;2;1
2817;14;0;2
2840;16;0;2
2840;7;0;1
2840;14;0;1
2840;-1;0;0
2856;-1;0;1
2859;7;2;2
2859;-1;3;0
2866;7;0;1
2873;-1;0;2
2883;14;0;0
2885;7;1;0
2894;16;0;3
2894;-1;0;1
2894;2;0;2
2903;7;0;2
2903;15;0;1
2903;-1;1;0
2905;7;18;0
2905;-1;10;1
2915;16;0;1
2915;7;0;1
2915;14;0;1
2915;15;0;1
2915;-1;3;0
2917;7;6;0
2917;14;6;3
2917;-1;6;0
2922;7;8;1
2922;14;1;0
2927;16;0;3
2927;7;4;2
2927;14;0;3
2941;2;0;1
2941;7;5;1
2941;14;2;2
2941;-1;10;1
2950;16;0;0
2950;7;0;1
2950;14;1;1
2950;15;0;1
2950;-1;1;0
2950;2;0;1
2951;16;0;1
2951;7;4;0
2951;14;0;3
2951;-1;1;0
2951;2;0;2
2955;16;0;2
2955;-1;0;3
2955;2;0;0
2956;7;0;0
2956;14;0;2
2956;-1;13;1
2960;7;0;2
2960;-1;2;1
2962;7;2;0
2971;7;0;0
2971;14;0;3
2971;16;1;1
2978;7;2;0
2987;2;0;1
2987;14;0;2
2991;-1;4;0
3000;16;0;1
3000;14;0;2
3000;-1;2;0
3000;2;0;1
3011;16;0;1
3025;-1;13;3
3034;7;2;0
3034;14;1;0
3034;-1;6;0
3034;16;0;1
3041;2;0;1
3041;7;0;2
3041;14;0;1
3041;-1;0;2
3053;7;18;0
3062;-1;12;2
3063;7;0;3
3063;14;0;1
3063;15;1;1
3065;7;12;0
3065;14;4;0
3065;15;1;0
3070;7;4;0
3075;7;1;0
3077;16;1;2
3077;2;0;0
3077;14;7;2
3077;15;2;0
3077;-1;2;0
3082;7;5;2
3082;14;0;1
3087;7;0;1
3088;16;0;1
3088;7;11;0
3088;14;0;3
3088;15;0;3
3088;2;0;1
3089;7;6;0
3089;14;5;0
3089;16;1;0
3089;15;2;0
3098;7;0;3
3098;14;0;2
3099;7;0;2
3099;-1;0;1
3111;14;1;0
3112;7;0;3
3112;14;0;3
3112;2;0;1
3116;16;0;3
3116;14;0;1
3116;-1;0;1
3145;16;3;0
3145;14;1;0
3145;2;2;1
3156;14;0;2
3156;2;1;1
3157;7;0;0
3157;14;0;0
3157;-1;0;0
3161;-1;0;0
3161;14;0;1
3163;16;0;1
3163;7;0;3
3163;-1;18;0
3168;7;0;2
3168;14;0;1
3168;-1;0;0
3168;2;0;1
3169;7;0;1
3169;14;0;2
3169;2;0;1
3170;-1;0;2
3183;7;0;3
3183;14;0;3
3183;-1;3;0
3183;2;0;3
3205;7;0;2
3205;14;0;3
3205;-1;1;1
3205;16;0;1
3205;2;0;3
3206;7;6;0
3206;-1;21;0
3213;16;0;1
3213;14;0;2
3213;15;0;2
3213;-1;0;3
3217;16;0;1
3217;7;0;3
3217;14;0;3
3217;13;0;3
3228;14;5;0
3228;-1;12;0
3234;16;0;2
3234;2;0;0
3234;7;0;2
3234;14;0;1
3235;16;0;0
3235;7;0;0
3235;-1;0;0
3240;2;0;2
3240;7;1;0
3240;14;0;3
3240;-1;10;0
3242;7;5;0
3247;7;0;2
3249;16;1;0
3249;14;7;0
3249;15;2;0
3252;14;0;3
3252;-1;1;0
3252;2;0;1
3261;7;8;0
3261;2;2;0
3271;7;0;1
3272;16;0;3
3272;2;3;0
3272;7;4;0
3272;15;1;0
3272;-1;1;0
3278;7;8;2
3278;14;0;2
3281;7;1;1
3281;14;7;2
3281;16;0;1
3282;7;0;0
3282;-1;14;3
3285;2;4;0
3285;14;4;0
3285;16;0;1
3310;7;0;1
3310;14;0;1
3310;-1;2;0
3310;2;0;1
3312;7;0;1
3312;14;0;0
3312;13;4;0
3312;2;0;1
3332;7;0;3
3332;14;0;3
3332;-1;1;0
3357;7;0;1
3357;14;0;1
3366;7;0;2
3366;14;0;1
3366;-1;4;1
3369;16;0;1
3369;7;0;1
3369;14;0;1
3369;-1;4;2
3370;2;0;1
3370;7;8;0
3371;7;2;0
3371;2;2;0
3389;7;5;0
3393;2;0;3
3393;14;0;1
3393;-1;0;3
3394;16;0;0
3394;7;0;0
3394;14;0;0
3394;-1;2;0
3402;-1;1;0
3406;7;1;2
3406;14;0;1
3406;-1;4;0
3423;7;0;1
3423;14;0;3
3423;-1;13;0
3429;16;0;1
3429;7;0;2
3429;14;0;3
3430;7;24;1
3442;16;0;0
3442;2;0;2
3442;14;1;0
3471;7;2;0
3471;13;2;0
3474;7;0;2
3486;16;3;0
3486;14;6;0
3486;2;0;0
3493;16;0;3
3493;7;0;3
3493;14;0;2
3493;-1;0;2
3506;14;0;0
3511;14;0;1
3511;16;0;1
3513;2;0;3
3513;7;0;1
3513;14;1;1
3514;7;5;2
3514;14;0;0
3514;-1;0;0
3518;7;2;3
3518;-1;5;3
3528;16;1;1
3528;14;1;0
3528;-1;1;0
3529;7;5;0
3532;14;24;0
3532;16;0;2
3532;2;30;0
3534;7;0;3
3534;-1;3;1
3535;16;0;1
3535;7;13;3
3535;2;0;1
3538;7;0;1
3538;-1;20;0
3542;16;0;1
3542;7;2;0
3542;14;0;3
3542;2;2;2
3548;7;1;0
3548;14;0;2
3549;7;1;0
3549;2;7;0
3553;16;0;0
3553;2;12;0
3564;-1;0;1
3564;14;0;1
3565;7;1;0
3565;2;12;0
3572;7;1;0
3572;14;1;0
3576;-1;3;1
3596;7;4;1
3596;14;0;3
3596;-1;0;0
3596;2;3;3
3596;16;0;3
3608;7;5;0
3608;2;3;0
3612;7;1;1
3612;14;3;1
3612;15;5;3
3612;16;0;1
3622;7;0;1
3622;14;0;1
3622;-1;1;0
3631;7;4;0
3631;14;0;0
3631;13;0;0
3631;2;0;2
3645;7;2;0
3651;2;2;0
3653;7;0;3
3653;14;0;3
3653;-1;0;1
3653;16;0;2
3662;7;0;3
3662;-1;0;3
3662;2;2;1
3666;7;0;1
3666;-1;1;0
3673;16;0;1
3673;2;0;2
3673;7;0;3
3673;14;0;3
3676;14;0;3
3677;7;2;0
3688;-1;0;1
3688;2;0;0
3690;7;0;2
3690;14;3;0
3690;2;0;0
3695;7;7;0
3696;16;0;1
3696;7;0;1
3696;14;0;1
3696;-1;0;1
3698;7;0;1
3698;14;0;1
3698;-1;16;0
3699;14;1;0
3699;2;6;0
3705;14;0;1
3705;-1;0;0
3708;7;3;0
3708;14;0;1
3708;-1;7;0
3710;7;0;0
3710;-1;23;0
3712;7;1;3
3712;14;0;1
3713;16;0;2
3713;14;2;2
3713;-1;2;0
3713;2;2;0
3720;2;7;1
3731;7;0;2
3731;14;2;2
3731;13;0;0
3735;7;1;0
3743;7;2;0
3743;14;0;2
3747;16;0;1
3747;7;1;1
3747;14;0;1
3747;-1;2;0
3759;7;1;0
3767;7;6;1
3767;14;0;2
3767;-1;5;0
3792;7;0;1
3792;14;0;1
3792;-1;0;0
3801;7;2;0
3803;14;0;3
3803;-1;0;1
3804;7;1;0
3804;2;2;0
3805;7;4;0
3805;15;1;0
3810;7;0;2
3810;14;0;2
3823;16;0;3
3823;7;1;1
3823;-1;1;1
3823;2;0;1
3826;7;1;0
3826;14;1;0
3826;2;2;0
3832;7;3;0
3832;14;0;0
3832;-1;21;0
3832;2;0;1
3834;7;43;0
3834;-1;3;0
3834;2;4;0
3836;7;1;0
3836;16;1;0
3836;14;1;0
3837;16;0;0
3837;7;2;0
3843;7;1;0
3846;14;1;0
3846;2;1;0
3847;7;2;0
3847;2;6;0
3857;16;0;2
3857;7;1;0
3857;14;2;3
3857;-1;9;0
3857;2;1;0
3858;16;0;1
3858;-1;1;0
3858;2;11;0
3859;7;0;1
3859;14;0;1
3859;-1;0;1
3860;14;7;0
3860;-1;3;0
3868;7;1;0
3868;14;1;0
3868;2;4;0
3870;-1;2;1
3877;7;2;1
3877;14;0;3
3877;-1;1;0
3893;-1;9;0
3905;16;0;1
3929;7;0;2
3929;14;0;3
3929;15;1;0
3936;7;0;3
3936;14;0;2
3939;7;4;0
3950;16;0;1
3950;7;7;0
3950;14;0;0
3951;7;0;1
3951;14;0;1
3951;2;0;1
3959;16;0;1
3959;7;3;3
3959;14;0;0
3961;7;3;0
3962;16;0;1
3962;7;2;1
3962;14;0;2
3962;15;0;2
3963;2;0;0
3963;7;4;0
3963;14;0;0
3963;-1;3;0
3963;16;0;0
3970;7;1;1
3970;14;0;3
3973;16;0;1
3973;14;1;2
3973;2;3;0
3974;2;0;3
3974;14;0;0
3974;15;1;0
3974;-1;11;0
3978;7;1;0
3978;14;1;0
3983;16;2;0
3983;14;1;0
3984;14;0;0
3995;16;0;1
3995;7;0;1
3995;14;2;3
3995;2;1;0
4000;7;10;2
4000;14;0;2
4000;2;4;3
4001;7;0;3
4001;14;0;3
4001;-1;0;1
4001;2;0;1
4005;16;0;1
4006;14;1;0
4006;2;1;0
4007;-1;0;2
4015;7;1;0
4015;14;1;0
4015;2;3;0
4017;16;0;1
4017;7;0;1
4020;2;0;1
4020;7;0;2
4020;14;0;3
4020;-1;3;0
4022;16;0;2
4022;7;0;3
4025;7;1;0
4025;14;1;0
4025;2;3;0
4027;2;11;0
4027;14;2;0
4028;16;4;1
4028;14;23;3
4033;14;0;2
4033;-1;1;0
4034;14;3;3
4034;-1;7;0
4045;16;0;0
4045;14;4;0
4045;-1;6;0
4050;2;2;0
4050;14;2;0
4055;7;0;1
4055;-1;0;0
4067;7;12;1
4067;14;0;2
4067;-1;0;1
4068;16;0;1
4068;7;0;3
4068;14;0;3
4068;2;0;1
4072;16;0;1
4072;7;0;2
4072;14;1;1
4075;7;6;0
4095;7;0;1
4095;14;0;2
4096;7;1;1
4096;14;0;3
4116;16;0;2
4116;14;0;2
4117;7;1;0
4117;2;2;0
4127;7;2;2
4127;14;1;1
4127;-1;13;0
4138;16;0;1
4138;7;6;1
4138;14;0;1
4138;-1;0;0
4149;16;1;0
4149;14;2;0
4149;7;3;0
4159;16;3;0
4160;16;2;0
4160;7;1;0
4160;14;5;0
4160;-1;10;0
4170;14;0;1
4171;16;0;1
4171;14;0;1
4171;-1;27;0
4174;7;2;0
4177;7;0;0
4177;14;0;0
4177;-1;0;0
4177;2;0;1
4178;7;1;0
4178;14;0;0
4178;-1;23;0
4180;2;5;3
4180;16;1;0
4182;16;0;0
4182;14;6;0
4187;7;2;1
4187;14;0;3
4189;14;2;0
4189;7;1;0
4193;16;0;1
4193;14;0;2
4194;2;0;3
4194;14;2;2
4194;-1;1;3
4196;7;0;3
4196;-1;0;1
4200;14;2;0
4205;7;1;0
4205;-1;3;0
4211;14;1;0
4211;7;6;0
4216;2;4;2
4216;7;0;1
4216;14;1;2
4216;-1;0;1
4218;16;4;0
4218;2;1;0
4218;14;11;0
4222;7;0;3
4222;14;0;1
4222;-1;6;2
4234;7;0;2
4234;-1;1;0
4234;14;0;3
4238;16;0;1
4238;7;1;1
4238;14;0;3
4238;-1;5;0
4241;2;0;3
4241;7;6;0
4241;14;0;3
4241;-1;4;0
4250;-1;0;0
4250;16;0;2
4260;7;3;1
4260;14;0;0
4260;-1;6;2
4271;7;2;0
4280;7;0;3
4280;-1;0;0
4282;7;3;0
4301;7;1;0
4301;14;4;0
4301;-1;17;0
4304;16;1;0
4304;7;3;0
4304;14;2;0
4305;7;4;0
4310;7;4;2
4313;7;9;2
4313;-1;4;2
4314;16;0;0
4314;14;0;3
4314;-1;3;0
4315;16;0;1
4315;7;1;0
4315;14;0;1
4316;7;4;0
4318;7;2;2
4318;14;0;1
4320;14;0;2
4321;7;0;3
4321;-1;0;3
4321;14;0;1
4325;16;6;0
4325;14;0;2
4325;-1;2;0
4326;7;5;0
4326;14;0;1
4331;7;1;0
4333;7;1;0
4335;2;5;0
4335;16;2;0
4337;16;0;1
4337;14;0;1
4337;-1;4;0
4338;14;1;0
4344;14;0;0
4344;-1;37;0
4346;2;5;0
4349;14;1;0
4356;7;0;3
4356;14;0;2
4362;16;4;2
4362;2;1;0
4362;14;11;0
4362;-1;2;0
4371;7;0;0
4371;-1;0;0
4378;14;1;0
4382;16;0;0
4382;14;0;0
4389;14;1;0
4396;7;6;0
4404;14;1;0
4404;-1;12;0
4405;7;2;3
4415;7;2;0
4416;7;1;2
4416;14;0;1
4426;7;2;0
4429;2;1;0
4429;14;0;1
4429;-1;7;0
4431;7;2;0
4431;14;0;0
4431;-1;1;0
4432;2;0;2
4432;7;0;0
4432;14;8;2
4432;-1;2;1
4437;16;0;1
4437;7;2;3
4437;14;0;2
4438;7;6;1
4438;15;0;2
4446;7;0;1
4446;14;0;1
4446;-1;0;2
4457;7;4;0
4460;7;3;0
4460;14;0;2
4460;15;0;1
4467;7;1;0
4467;14;4;0
4482;7;4;0
4491;16;2;0
4491;7;1;0
4493;16;0;1
4493;2;0;2
4493;-1;14;0
4494;14;0;0
4500;7;2;2
4500;14;0;2
4501;16;0;1
4501;14;0;3
4501;-1;0;3
4504;2;0;1
4504;7;0;2
4504;14;0;2
4504;-1;5;0
4515;-1;0;0
4515;2;0;1
4526;7;0;1
4526;-1;8;0
4533;7;1;0
4533;14;2;1
4539;7;12;0
4539;14;1;0
4544;7;1;0
4544;14;2;0
4548;-1;7;0
4552;15;0;2
4552;-1;19;3
4561;7;6;0
4569;14;0;1
4569;-1;2;0
4580;7;1;1
4580;-1;0;1
4583;2;1;0
4583;7;5;0
4583;14;5;0
4589;7;0;1
4589;2;0;0
4603;2;0;3
4603;7;0;0
4603;14;1;0
4603;15;0;1
4608;16;0;1
4608;7;1;2
4608;14;0;2
4608;15;0;0
4614;7;0;0
4614;14;0;3
4614;-1;3;0
4625;7;1;0
4631;2;2;0
4636;7;1;0
4640;7;11;1
4640;14;0;2
4640;-1;2;1
4645;16;0;0
4645;2;0;0
4645;14;2;3
4645;-1;7;0
4655;16;0;1
4655;7;1;0
4655;14;0;2
4655;-1;16;0
4666;14;1;0
4666;7;1;0
4666;2;2;0
4669;7;0;0
4669;14;0;2
4677;14;1;0
4686;2;9;0
4686;7;3;0
4688;14;1;3
4688;-1;22;0
4698;7;2;0
4698;14;1;0
4703;7;12;0
4703;14;1;0
4703;-1;4;0
4714;16;0;0
4714;2;1;2
4714;14;14;3
4716;7;0;1
4716;14;0;2
4716;-1;24;3
4718;7;2;1
4718;14;2;3
4721;7;0;2
4721;14;1;3
4721;-1;0;2
4721;16;0;0
4726;7;0;1
4726;14;0;3
4726;-1;0;0
4726;16;0;1
4726;2;0;3
4729;16;0;2
4729;7;7;0
4729;14;5;2
4729;-1;1;0
4735;14;2;3
4735;15;1;0
4735;-1;1;0
4735;2;0;1
4745;7;1;0
4758;7;3;0
4758;-1;2;0
4758;14;3;0
4760;7;2;0
4771;7;1;3
4771;14;0;1
4773;2;0;2
4773;7;2;0
4773;14;2;3
4773;15;0;1
4776;7;4;0
4776;-1;0;1
4778;7;1;0
4781;7;0;2
4781;14;0;0
4781;-1;10;0
4784;16;1;2
4784;7;3;3
4784;14;1;3
4784;2;0;1
4790;7;1;0
4790;14;0;1
4793;14;0;0
4793;-1;9;0
4796;-1;3;0
4796;2;2;0
4797;7;4;0
4797;-1;3;3
4798;-1;5;3
4807;7;4;0
4809;16;0;0
4809;14;4;3
4809;-1;5;0
4809;2;2;0
4813;2;0;2
4813;-1;0;3
4813;14;2;0
4816;7;1;3
4816;14;0;2
4816;15;0;3
4823;2;4;0
4824;7;4;0
4824;14;0;0
4824;-1;2;0
4824;2;0;1
4825;16;0;0
4825;7;1;0
4825;14;0;2
4827;16;0;1
4827;7;0;2
4827;14;0;2
4827;-1;0;0
4835;16;1;1
4835;14;0;2
4840;2;9;1
4840;7;3;1
4840;14;0;1
4841;7;3;0
4846;16;0;0
4846;7;1;0
4846;14;0;0
4847;16;1;0
4852;7;3;2
4852;14;0;1
4853;16;0;0
4853;7;0;1
4853;14;0;1
4862;7;2;0
4862;14;2;0
4871;7;0;1
4871;14;0;1
4871;-1;1;1
4872;7;4;0
4872;14;4;0
4874;7;5;2
4874;14;0;1
4874;-1;0;3
4876;7;0;1
4876;14;1;2
4879;7;1;0
4879;14;4;0
4879;2;1;0
4880;14;0;1
4880;-1;13;3
4882;7;4;0
4882;14;4;0
4883;16;7;1
4883;14;0;3
